Trddt,Agmtcd,Clsprc,Stprc,Opint,Basis,X,Index_num,dt,Spot,Basis_Adj,X_Adj,rf_1m,rf_2m,rf_3m,rf_6m
2013/7/24,IF1403,2241.6,2239,410,-7.551,0,1,240,2249.151,-10.151,-1,3.7124,3.6424,3.6099,3.6938
2013/7/31,IF1308,2165,2170,65439,-28.021,0,1,16,2193.021,-23.021,-1,3.542,3.4426,3.4406,3.45
2013/7/31,IF1309,2155,2159.8,24032,-38.021,0,1,54,2193.021,-33.221,-1,3.542,3.4426,3.4406,3.45
2013/7/31,IF1312,2159.6,2165,6837,-33.421,0,1,142,2193.021,-28.021,-1,3.542,3.4426,3.4406,3.45
2013/7/31,IF1403,2172,2176.4,817,-21.021,0,1,233,2193.021,-16.621,-1,3.542,3.4426,3.4406,3.45
2013/8/7,IF1308,2258.4,2270,61995,-22.223,0,1,9,2280.623,-10.623,-1,3.5025,3.4343,3.3838,3.3911
2013/8/7,IF1309,2249.6,2260,27154,-31.023,0,1,47,2280.623,-20.623,-1,3.5025,3.4343,3.3838,3.3911
2013/8/7,IF1312,2249.4,2259.2,7243,-31.223,0,1,135,2280.623,-21.423,-1,3.5025,3.4343,3.3838,3.3911
2013/8/7,IF1403,2253.4,2263.8,1400,-27.223,0,1,226,2280.623,-16.823,-1,3.5025,3.4343,3.3838,3.3911
2013/8/14,IF1308,2349,2349,18205,-0.08,0,1,2,2349.08,-0.08,-1,3.3765,3.3935,3.4283,3.4506
2013/8/14,IF1309,2353.4,2354.4,70809,4.32,1,1,40,2349.08,5.32,1,3.3765,3.3935,3.4283,3.4506
2013/8/14,IF1312,2360,2360.8,7274,10.92,1,1,128,2349.08,11.72,1,3.3765,3.3935,3.4283,3.4506
2013/8/14,IF1403,2368.6,2371.4,1732,19.52,1,1,219,2349.08,22.32,1,3.3765,3.3935,3.4283,3.4506
2013/8/21,IF1309,2314,2307.2,84422,5.411,1,1,33,2308.589,-1.389,-1,3.8052,3.7024,3.5966,3.6559
2013/8/21,IF1310,2317.4,2311.8,1718,8.811,1,1,58,2308.589,3.211,1,3.8052,3.7024,3.5966,3.6559
2013/8/21,IF1312,2325,2318.6,8027,16.411,1,1,121,2308.589,10.011,1,3.8052,3.7024,3.5966,3.6559
2013/8/21,IF1403,2334,2327.8,2235,25.411,1,1,212,2308.589,19.211,1,3.8052,3.7024,3.5966,3.6559
2013/8/28,IF1309,2322.8,2329.8,82229,-5.256,0,1,26,2328.056,1.744,1,3.6462,3.6271,3.5866,3.5959
2013/8/28,IF1310,2326.6,2333.4,4040,-1.456,0,1,51,2328.056,5.344,1,3.6462,3.6271,3.5866,3.5959
2013/8/28,IF1312,2333.8,2340.4,8123,5.744,1,1,114,2328.056,12.344,1,3.6462,3.6271,3.5866,3.5959
2013/8/28,IF1403,2344.6,2351.8,2302,16.544,1,1,205,2328.056,23.744,1,3.6462,3.6271,3.5866,3.5959
2013/9/4,IF1309,2342.6,2345,75542,-8.099,0,1,19,2350.699,-5.699,-1,3.3982,3.5524,3.6938,3.6343
2013/9/4,IF1310,2344,2347,5522,-6.699,0,1,44,2350.699,-3.699,-1,3.3982,3.5524,3.6938,3.6343
2013/9/4,IF1312,2351.8,2354.2,8934,1.101,1,1,107,2350.699,3.501,1,3.3982,3.5524,3.6938,3.6343
2013/9/4,IF1403,2362.6,2365,2719,11.901,1,1,198,2350.699,14.301,1,3.3982,3.5524,3.6938,3.6343
2013/9/11,IF1309,2480.8,2478,73110,-2.089,0,1,12,2482.889,-4.889,-1,4.0481,3.8691,3.6811,3.577
2013/9/11,IF1310,2484,2481.2,17496,1.111,1,1,37,2482.889,-1.689,-1,4.0481,3.8691,3.6811,3.577
2013/9/11,IF1312,2491,2488.2,10738,8.111,1,1,100,2482.889,5.311,1,4.0481,3.8691,3.6811,3.577
2013/9/11,IF1403,2502.8,2502.4,3142,19.911,1,1,191,2482.889,19.511,1,4.0481,3.8691,3.6811,3.577
2013/9/18,IF1309,2432.2,2434.8,13052,-0.31,0,1,5,2432.51,2.29,1,4.1408,3.9222,3.7016,3.5499
2013/9/18,IF1310,2437.2,2440.4,63379,4.69,1,1,30,2432.51,7.89,1,4.1408,3.9222,3.7016,3.5499
2013/9/18,IF1312,2451.2,2454.8,14049,18.69,1,1,93,2432.51,22.29,1,4.1408,3.9222,3.7016,3.5499
2013/9/18,IF1403,2471.6,2473.8,3538,39.09,1,1,184,2432.51,41.29,1,4.1408,3.9222,3.7016,3.5499
2013/9/25,IF1310,2434.8,2435,75385,5.77,1,1,23,2429.03,5.97,1,4.2488,3.8434,3.7034,3.4425
2013/9/25,IF1311,2438.6,2439.6,979,9.57,1,1,51,2429.03,10.57,1,4.2488,3.8434,3.7034,3.4425
2013/9/25,IF1312,2447,2447.6,15881,17.97,1,1,86,2429.03,18.57,1,4.2488,3.8434,3.7034,3.4425
2013/9/25,IF1403,2470.4,2468.8,3674,41.37,1,1,177,2429.03,39.77,1,4.2488,3.8434,3.7034,3.4425
2013/10/9,IF1310,2457,2445.8,67189,3.417,1,1,9,2453.583,-7.783,-1,3.8558,3.7673,3.5477,3.4282
2013/10/9,IF1311,2458.6,2450,4261,5.017,1,1,37,2453.583,-3.583,-1,3.8558,3.7673,3.5477,3.4282
2013/10/9,IF1312,2461.8,2452.6,15056,8.217,1,1,72,2453.583,-0.983,-1,3.8558,3.7673,3.5477,3.4282
2013/10/9,IF1403,2484.4,2471.6,3873,30.817,1,1,163,2453.583,18.017,1,3.8558,3.7673,3.5477,3.4282
2013/10/16,IF1310,2426.4,2419.8,41233,5.029,1,1,2,2421.371,-1.571,-1,3.7918,3.7684,3.4832,3.4408
2013/10/16,IF1311,2424.8,2420.6,32509,3.429,1,1,30,2421.371,-0.771,-1,3.7918,3.7684,3.4832,3.4408
2013/10/16,IF1312,2427.6,2423.2,18670,6.229,1,1,65,2421.371,1.829,1,3.7918,3.7684,3.4832,3.4408
2013/10/16,IF1403,2441.2,2438.4,4315,19.829,1,1,156,2421.371,17.029,1,3.7918,3.7684,3.4832,3.4408
2013/10/23,IF1311,2418.8,2418.8,71744,0.309,1,1,23,2418.491,0.309,1,3.5988,3.6176,3.5321,3.4418
2013/10/23,IF1312,2420.2,2420.2,21209,1.709,1,1,58,2418.491,1.709,1,3.5988,3.6176,3.5321,3.4418
2013/10/23,IF1403,2426.8,2428,4649,8.309,1,1,149,2418.491,9.509,1,3.5988,3.6176,3.5321,3.4418
2013/10/23,IF1406,2430.8,2431,658,12.309,1,1,240,2418.491,12.509,1,3.5988,3.6176,3.5321,3.4418
2013/10/30,IF1311,2391.8,2395.6,68037,-15.671,0,1,16,2407.471,-11.871,-1,4.0834,3.8429,3.7856,3.82
2013/10/30,IF1312,2393,2395.8,23952,-14.471,0,1,51,2407.471,-11.671,-1,4.0834,3.8429,3.7856,3.82
2013/10/30,IF1403,2401,2404,4925,-6.471,0,1,142,2407.471,-3.471,-1,4.0834,3.8429,3.7856,3.82
2013/10/30,IF1406,2404,2406,1126,-3.471,0,1,233,2407.471,-1.471,-1,4.0834,3.8429,3.7856,3.82
2013/11/6,IF1311,2350.8,2355.4,71441,-2.768,0,1,9,2353.568,1.832,1,3.6835,3.7735,3.7751,3.8802
2013/11/6,IF1312,2351.8,2356.8,28418,-1.768,0,1,44,2353.568,3.232,1,3.6835,3.7735,3.7751,3.8802
2013/11/6,IF1403,2364,2367.6,5232,10.432,1,1,135,2353.568,14.032,1,3.6835,3.7735,3.7751,3.8802
2013/11/6,IF1406,2363.8,2368,1521,10.232,1,1,226,2353.568,14.432,1,3.6835,3.7735,3.7751,3.8802
2013/11/13,IF1311,2294.4,2298.2,41369,6.284,1,1,2,2288.116,10.084,1,3.9872,4.109,4.1142,4.0493
2013/11/13,IF1312,2287.6,2294,61140,-0.516,0,1,37,2288.116,5.884,1,3.9872,4.109,4.1142,4.0493
2013/11/13,IF1403,2297.6,2301.2,6471,9.484,1,1,128,2288.116,13.084,1,3.9872,4.109,4.1142,4.0493
2013/11/13,IF1406,2297.8,2303,1952,9.684,1,1,219,2288.116,14.884,1,3.9872,4.109,4.1142,4.0493
2013/11/20,IF1312,2430.2,2422,91286,5.35,1,1,30,2424.85,-2.85,-1,4.9152,4.4584,4.5534,4.2417
2013/11/20,IF1401,2433.6,2424.6,2867,8.75,1,1,58,2424.85,-0.25,-1,4.9152,4.4584,4.5534,4.2417
2013/11/20,IF1403,2442.8,2434.8,8437,17.95,1,1,121,2424.85,9.95,1,4.9152,4.4584,4.5534,4.2417
2013/11/20,IF1406,2444,2435.6,3283,19.15,1,1,212,2424.85,10.75,1,4.9152,4.4584,4.5534,4.2417
2013/11/27,IF1312,2422.4,2419.4,95635,7.919,1,1,23,2414.481,4.919,1,4.861,4.3997,4.3687,4.1757
2013/11/27,IF1401,2423.8,2420.4,4894,9.319,1,1,51,2414.481,5.919,1,4.861,4.3997,4.3687,4.1757
2013/11/27,IF1403,2431.6,2428.4,9239,17.119,1,1,114,2414.481,13.919,1,4.861,4.3997,4.3687,4.1757
2013/11/27,IF1406,2435.6,2432.8,4341,21.119,1,1,205,2414.481,18.319,1,4.861,4.3997,4.3687,4.1757
2013/12/4,IF1312,2482.2,2481.6,98011,7.065,1,1,16,2475.135,6.465,1,4.6498,4.36,4.4329,4.1105
2013/12/4,IF1401,2485.8,2486,12051,10.665,1,1,44,2475.135,10.865,1,4.6498,4.36,4.4329,4.1105
2013/12/4,IF1403,2493.6,2491.6,11513,18.465,1,1,107,2475.135,16.465,1,4.6498,4.36,4.4329,4.1105
2013/12/4,IF1406,2494.4,2494.4,5015,19.265,1,1,198,2475.135,19.265,1,4.6498,4.36,4.4329,4.1105
2013/12/11,IF1312,2421,2417.2,92030,8.237,1,1,9,2412.763,4.437,1,4.5517,4.4942,4.6395,4.2413
2013/12/11,IF1401,2425.2,2422.6,23111,12.437,1,1,37,2412.763,9.837,1,4.5517,4.4942,4.6395,4.2413
2013/12/11,IF1403,2431.4,2429.8,13413,18.637,1,1,100,2412.763,17.037,1,4.5517,4.4942,4.6395,4.2413
2013/12/11,IF1406,2435.4,2433.2,6001,22.637,1,1,191,2412.763,20.437,1,4.5517,4.4942,4.6395,4.2413
2013/12/18,IF1312,2368.2,2362.8,51539,10.974,1,1,2,2357.226,5.574,1,5.1202,4.839,4.6672,4.2556
2013/12/18,IF1401,2373.6,2368.6,55100,16.374,1,1,30,2357.226,11.374,1,5.1202,4.839,4.6672,4.2556
2013/12/18,IF1403,2382,2377,15315,24.774,1,1,93,2357.226,19.774,1,5.1202,4.839,4.6672,4.2556
2013/12/18,IF1406,2384.6,2378.6,6706,27.374,1,1,184,2357.226,21.374,1,5.1202,4.839,4.6672,4.2556
2013/12/25,IF1401,2319,2315.2,95373,13.89,1,1,23,2305.11,10.09,1,5.0747,4.8068,4.653,4.2572
2013/12/25,IF1402,2327,2322.2,881,21.89,1,1,58,2305.11,17.09,1,5.0747,4.8068,4.653,4.2572
2013/12/25,IF1403,2336.8,2332.2,18066,31.69,1,1,86,2305.11,27.09,1,5.0747,4.8068,4.653,4.2572
2013/12/25,IF1406,2342.4,2338.4,7985,37.29,1,1,177,2305.11,33.29,1,5.0747,4.8068,4.653,4.2572
2014/1/8,IF1401,2241.2,2243.2,85765,-0.711,0,1,9,2241.911,1.289,1,4.9857,4.4682,4.4064,4.0223
2014/1/8,IF1402,2242,2244.2,7357,0.089,1,1,44,2241.911,2.289,1,4.9857,4.4682,4.4064,4.0223
2014/1/8,IF1403,2248.2,2252.2,20755,6.289,1,1,72,2241.911,10.289,1,4.9857,4.4682,4.4064,4.0223
2014/1/8,IF1406,2254.4,2256.8,9209,12.489,1,1,163,2241.911,14.889,1,4.9857,4.4682,4.4064,4.0223
2014/1/15,IF1401,2211.6,2210.4,57917,2.659,1,1,2,2208.941,1.459,1,4.953,4.1609,3.8356,3.8705
2014/1/15,IF1402,2218.2,2215.4,26736,9.259,1,1,37,2208.941,6.459,1,4.953,4.1609,3.8356,3.8705
2014/1/15,IF1403,2224,2222.8,27169,15.059,1,1,65,2208.941,13.859,1,4.953,4.1609,3.8356,3.8705
2014/1/15,IF1406,2230.4,2229.8,10094,21.459,1,1,156,2208.941,20.859,1,4.953,4.1609,3.8356,3.8705
2014/1/22,IF1402,2254.6,2250.2,75374,10.804,1,1,30,2243.796,6.404,1,4.861,4.0259,3.8176,3.7258
2014/1/22,IF1403,2261.6,2257,32723,17.804,1,1,58,2243.796,13.204,1,4.861,4.0259,3.8176,3.7258
2014/1/22,IF1406,2270.6,2266.4,11106,26.804,1,1,149,2243.796,22.604,1,4.861,4.0259,3.8176,3.7258
2014/1/22,IF1409,2274,2269.2,728,30.204,1,1,240,2243.796,25.404,1,4.861,4.0259,3.8176,3.7258
2014/1/29,IF1402,2240,2238.2,68991,12.219,1,1,23,2227.781,10.419,1,4.894,4.1048,3.6875,3.5178
2014/1/29,IF1403,2247.8,2246.2,33832,20.019,1,1,51,2227.781,18.419,1,4.894,4.1048,3.6875,3.5178
2014/1/29,IF1406,2259,2253.8,11829,31.219,1,1,142,2227.781,26.019,1,4.894,4.1048,3.6875,3.5178
2014/1/29,IF1409,2257.4,2255.6,1155,29.619,1,1,233,2227.781,27.819,1,4.894,4.1048,3.6875,3.5178
2014/2/12,IF1402,2284,2283,61495,-7.246,0,1,9,2291.246,-8.246,-1,4.018,3.2886,3.3645,3.4105
2014/2/12,IF1403,2287.8,2286.6,41396,-3.446,0,1,37,2291.246,-4.646,-1,4.018,3.2886,3.3645,3.4105
2014/2/12,IF1406,2290.6,2289.2,12604,-0.646,0,1,128,2291.246,-2.046,-1,4.018,3.2886,3.3645,3.4105
2014/2/12,IF1409,2292.6,2292.2,2101,1.354,1,1,219,2291.246,0.954,1,4.018,3.2886,3.3645,3.4105
2014/2/19,IF1402,2304.2,2300.6,19610,-4.456,0,1,2,2308.656,-8.056,-1,3.7622,3.3137,3.2737,3.3531
2014/2/19,IF1403,2308.8,2304.6,81207,0.144,1,1,30,2308.656,-4.056,-1,3.7622,3.3137,3.2737,3.3531
2014/2/19,IF1406,2310,2305.2,14024,1.344,1,1,121,2308.656,-3.456,-1,3.7622,3.3137,3.2737,3.3531
2014/2/19,IF1409,2310,2306,3688,1.344,1,1,212,2308.656,-2.656,-1,3.7622,3.3137,3.2737,3.3531
2014/2/26,IF1403,2149,2149.4,98347,-14.405,0,1,23,2163.405,-14.005,-1,3.2475,3.131,3.1567,3.226
2014/2/26,IF1404,2148.8,2151.4,1685,-14.605,0,1,51,2163.405,-12.005,-1,3.2475,3.131,3.1567,3.226
2014/2/26,IF1406,2149.6,2150,17035,-13.805,0,1,114,2163.405,-13.405,-1,3.2475,3.131,3.1567,3.226
2014/2/26,IF1409,2150,2152.2,5109,-13.405,0,1,205,2163.405,-11.205,-1,3.2475,3.131,3.1567,3.226
2014/3/5,IF1403,2149.6,2149.6,98687,-14.376,0,1,16,2163.976,-14.376,-1,3.2261,3.1041,3.1708,3.1893
2014/3/5,IF1404,2146.2,2147.4,5454,-17.776,0,1,44,2163.976,-16.576,-1,3.2261,3.1041,3.1708,3.1893
2014/3/5,IF1406,2143.6,2144.4,20991,-20.376,0,1,107,2163.976,-19.576,-1,3.2261,3.1041,3.1708,3.1893
2014/3/5,IF1409,2141.4,2142.4,6649,-22.576,0,1,198,2163.976,-21.576,-1,3.2261,3.1041,3.1708,3.1893
2014/3/12,IF1403,2085.8,2086.4,82507,-28.334,0,1,9,2114.134,-27.734,-1,2.911,3.0311,3.0939,3.0781
2014/3/12,IF1404,2078.2,2078.8,12869,-35.934,0,1,37,2114.134,-35.334,-1,2.911,3.0311,3.0939,3.0781
2014/3/12,IF1406,2067.4,2066.6,24323,-46.734,0,1,100,2114.134,-47.534,-1,2.911,3.0311,3.0939,3.0781
2014/3/12,IF1409,2054.4,2055.2,9026,-59.734,0,1,191,2114.134,-58.934,-1,2.911,3.0311,3.0939,3.0781
2014/3/19,IF1403,2123.2,2112.2,34337,2.33,1,1,2,2120.87,-8.67,-1,3.0757,3.056,3.0829,2.9781
2014/3/19,IF1404,2108.6,2095.6,51591,-12.27,0,1,30,2120.87,-25.27,-1,3.0757,3.056,3.0829,2.9781
2014/3/19,IF1406,2080,2068,25733,-40.87,0,1,93,2120.87,-52.87,-1,3.0757,3.056,3.0829,2.9781
2014/3/19,IF1409,2058.6,2049,12431,-62.27,0,1,184,2120.87,-71.87,-1,3.0757,3.056,3.0829,2.9781
2014/3/26,IF1404,2153,2151.8,76948,-18.047,0,1,23,2171.047,-19.247,-1,3.3287,3.1118,2.9571,2.8667
2014/3/26,IF1405,2139.8,2139,2828,-31.247,0,1,51,2171.047,-32.047,-1,3.3287,3.1118,2.9571,2.8667
2014/3/26,IF1406,2125.6,2124.4,26517,-45.447,0,1,86,2171.047,-46.647,-1,3.3287,3.1118,2.9571,2.8667
2014/3/26,IF1409,2104,2103.4,15818,-67.047,0,1,177,2171.047,-67.647,-1,3.3287,3.1118,2.9571,2.8667
2014/4/2,IF1404,2175,2168.6,73558,-5.727,0,1,16,2180.727,-12.127,-1,3.0937,3.0429,2.9325,2.9183
2014/4/2,IF1405,2166,2161.8,5737,-14.727,0,1,44,2180.727,-18.927,-1,3.0937,3.0429,2.9325,2.9183
2014/4/2,IF1406,2149.4,2144,27914,-31.327,0,1,79,2180.727,-36.727,-1,3.0937,3.0429,2.9325,2.9183
2014/4/2,IF1409,2127.6,2122.8,17536,-53.127,0,1,170,2180.727,-57.927,-1,3.0937,3.0429,2.9325,2.9183
2014/4/9,IF1404,2236.2,2241.6,77892,-2.42,0,1,9,2238.62,2.98,1,2.8947,3.0034,3.0047,3.1128
2014/4/9,IF1405,2231,2236,9427,-7.62,0,1,37,2238.62,-2.62,-1,2.8947,3.0034,3.0047,3.1128
2014/4/9,IF1406,2218.6,2223.6,31324,-20.02,0,1,72,2238.62,-15.02,-1,2.8947,3.0034,3.0047,3.1128
2014/4/9,IF1409,2198.2,2202.8,18438,-40.42,0,1,163,2238.62,-35.82,-1,2.8947,3.0034,3.0047,3.1128
2014/4/16,IF1404,2233,2233,42395,0.474,1,1,2,2232.526,0.474,1,2.8486,3.0202,3.0327,3.223
2014/4/16,IF1405,2231,2232.2,38417,-1.526,0,1,30,2232.526,-0.326,-1,2.8486,3.0202,3.0327,3.223
2014/4/16,IF1406,2215,2215.6,36083,-17.526,0,1,65,2232.526,-16.926,-1,2.8486,3.0202,3.0327,3.223
2014/4/16,IF1409,2195.2,2195.8,19750,-37.326,0,1,156,2232.526,-36.726,-1,2.8486,3.0202,3.0327,3.223
2014/4/23,IF1405,2185,2183,70722,-9.668,0,1,23,2194.668,-11.668,-1,2.7458,3.0188,3.0604,3.2641
2014/4/23,IF1406,2170.4,2167.8,37675,-24.268,0,1,58,2194.668,-26.868,-1,2.7458,3.0188,3.0604,3.2641
2014/4/23,IF1409,2152,2150,22022,-42.668,0,1,149,2194.668,-44.668,-1,2.7458,3.0188,3.0604,3.2641
2014/4/23,IF1412,2168,2164.2,639,-26.668,0,1,240,2194.668,-30.468,-1,2.7458,3.0188,3.0604,3.2641
2014/4/30,IF1405,2147,2155,67540,-11.659,0,1,16,2158.659,-3.659,-1,3.3275,3.0584,3.0979,3.3596
2014/4/30,IF1406,2133.8,2140.8,40558,-24.859,0,1,51,2158.659,-17.859,-1,3.3275,3.0584,3.0979,3.3596
2014/4/30,IF1409,2117.4,2123.2,22209,-41.259,0,1,142,2158.659,-35.459,-1,3.3275,3.0584,3.0979,3.3596
2014/4/30,IF1412,2132.8,2136.6,793,-25.859,0,1,233,2158.659,-22.059,-1,3.3275,3.0584,3.0979,3.3596
2014/5/7,IF1405,2136,2139.6,72451,-1.316,0,1,9,2137.316,2.284,1,2.8265,3.0508,3.1081,3.3179
2014/5/7,IF1406,2124.2,2129,46526,-13.116,0,1,44,2137.316,-8.316,-1,2.8265,3.0508,3.1081,3.3179
2014/5/7,IF1409,2111.6,2115.6,24537,-25.716,0,1,135,2137.316,-21.716,-1,2.8265,3.0508,3.1081,3.3179
2014/5/7,IF1412,2119.6,2125.6,1056,-17.716,0,1,226,2137.316,-11.716,-1,2.8265,3.0508,3.1081,3.3179
2014/5/14,IF1405,2165.6,2168.8,34899,-6.772,0,1,2,2172.372,-3.572,-1,2.512,2.9392,3.0012,3.4019
2014/5/14,IF1406,2155.8,2156.8,81753,-16.572,0,1,37,2172.372,-15.572,-1,2.512,2.9392,3.0012,3.4019
2014/5/14,IF1409,2144,2145.2,30258,-28.372,0,1,128,2172.372,-27.172,-1,2.512,2.9392,3.0012,3.4019
2014/5/14,IF1412,2154.4,2154.4,1475,-17.972,0,1,219,2172.372,-17.972,-1,2.512,2.9392,3.0012,3.4019
2014/5/21,IF1406,2119.2,2121,112989,-16.705,0,1,30,2135.905,-14.905,-1,3.0445,2.9582,3.0937,3.2495
2014/5/21,IF1407,2109,2110.4,4423,-26.905,0,1,58,2135.905,-25.505,-1,3.0445,2.9582,3.0937,3.2495
2014/5/21,IF1409,2109.8,2111.4,33047,-26.105,0,1,121,2135.905,-24.505,-1,3.0445,2.9582,3.0937,3.2495
2014/5/21,IF1412,2117.2,2119.8,2186,-18.705,0,1,212,2135.905,-16.105,-1,3.0445,2.9582,3.0937,3.2495
2014/5/28,IF1406,2173.8,2163,110648,4.448,1,1,23,2169.352,-6.352,-1,2.7235,2.8482,2.999,3.1552
2014/5/28,IF1407,2163.8,2153,11622,-5.552,0,1,51,2169.352,-16.352,-1,2.7235,2.8482,2.999,3.1552
2014/5/28,IF1409,2167.4,2157,36783,-1.952,0,1,114,2169.352,-12.352,-1,2.7235,2.8482,2.999,3.1552
2014/5/28,IF1412,2174.2,2164.2,2918,4.848,1,1,205,2169.352,-5.152,-1,2.7235,2.8482,2.999,3.1552
2014/6/4,IF1406,2125.2,2121.4,104577,-3.074,0,1,16,2128.274,-6.874,-1,2.7145,2.8105,2.8737,3.058
2014/6/4,IF1407,2116,2112.6,21053,-12.274,0,1,44,2128.274,-15.674,-1,2.7145,2.8105,2.8737,3.058
2014/6/4,IF1409,2127.4,2124.6,40046,-0.874,0,1,107,2128.274,-3.674,-1,2.7145,2.8105,2.8737,3.058
2014/6/4,IF1412,2142.8,2138.8,4362,14.526,1,1,198,2128.274,10.526,1,2.7145,2.8105,2.8737,3.058
2014/6/11,IF1406,2151.2,2153,86941,-9.566,0,1,9,2160.766,-7.766,-1,2.9412,2.9092,2.9137,3.033
2014/6/11,IF1407,2144.8,2146.8,35792,-15.966,0,1,37,2160.766,-13.966,-1,2.9412,2.9092,2.9137,3.033
2014/6/11,IF1409,2151.6,2153.4,41792,-9.166,0,1,100,2160.766,-7.366,-1,2.9412,2.9092,2.9137,3.033
2014/6/11,IF1412,2165.8,2168.2,5482,5.034,1,1,191,2160.766,7.434,1,2.9412,2.9092,2.9137,3.033
2014/6/18,IF1406,2164.2,2164.8,38661,3.961,1,1,2,2160.239,4.561,1,3.0123,3.0201,3.0298,3.1535
2014/6/18,IF1407,2159.6,2161,92972,-0.639,0,1,30,2160.239,0.761,1,3.0123,3.0201,3.0298,3.1535
2014/6/18,IF1409,2164,2164.8,46053,3.761,1,1,93,2160.239,4.561,1,3.0123,3.0201,3.0298,3.1535
2014/6/18,IF1412,2176.6,2177,6440,16.361,1,1,184,2160.239,16.761,1,3.0123,3.0201,3.0298,3.1535
2014/6/25,IF1407,2126,2124.4,118006,-7.371,0,1,23,2133.371,-8.971,-1,3.6223,3.2378,3.2462,3.2463
2014/6/25,IF1408,2128.6,2126.8,3157,-4.771,0,1,51,2133.371,-6.571,-1,3.6223,3.2378,3.2462,3.2463
2014/6/25,IF1409,2133.2,2132.2,50318,-0.171,0,1,86,2133.371,-1.171,-1,3.6223,3.2378,3.2462,3.2463
2014/6/25,IF1412,2148.8,2146.6,7771,15.429,1,1,177,2133.371,13.229,1,3.6223,3.2378,3.2462,3.2463
2014/7/2,IF1407,2163.2,2159.8,111103,-7.667,0,1,16,2170.867,-11.067,-1,3.2713,3.2153,3.1816,3.2071
2014/7/2,IF1408,2165,2161.6,5760,-5.867,0,1,44,2170.867,-9.267,-1,3.2713,3.2153,3.1816,3.2071
2014/7/2,IF1409,2171.4,2167.4,51537,0.533,1,1,79,2170.867,-3.467,-1,3.2713,3.2153,3.1816,3.2071
2014/7/2,IF1412,2184,2180.6,7582,13.133,1,1,170,2170.867,9.733,1,3.2713,3.2153,3.1816,3.2071
2014/7/9,IF1407,2132.2,2137.8,107269,-16.51,0,1,9,2148.71,-10.91,-1,2.7803,3.1139,3.1183,3.2272
2014/7/9,IF1408,2132.2,2138.6,11776,-16.51,0,1,37,2148.71,-10.11,-1,2.7803,3.1139,3.1183,3.2272
2014/7/9,IF1409,2133.8,2139.6,50589,-14.91,0,1,72,2148.71,-9.11,-1,2.7803,3.1139,3.1183,3.2272
2014/7/9,IF1412,2146.8,2151.8,8193,-1.91,0,1,163,2148.71,3.09,1,2.7803,3.1139,3.1183,3.2272
2014/7/16,IF1407,2163.4,2164,56565,-7.468,0,1,2,2170.868,-6.868,-1,3.1423,3.2576,3.2883,3.3672
2014/7/16,IF1408,2160.2,2161.6,46684,-10.668,0,1,30,2170.868,-9.268,-1,3.1423,3.2576,3.2883,3.3672
2014/7/16,IF1409,2162.6,2163.2,51601,-8.268,0,1,65,2170.868,-7.668,-1,3.1423,3.2576,3.2883,3.3672
2014/7/16,IF1412,2173.2,2174.4,8835,2.332,1,1,156,2170.868,3.532,1,3.1423,3.2576,3.2883,3.3672
2014/7/23,IF1408,2190.6,2187.2,100723,-7.233,0,1,23,2197.833,-10.633,-1,3.7913,3.4779,3.455,3.5098
2014/7/23,IF1409,2192,2188.8,52234,-5.833,0,1,58,2197.833,-9.033,-1,3.7913,3.4779,3.455,3.5098
2014/7/23,IF1412,2203.8,2200.2,10589,5.967,1,1,149,2197.833,2.367,1,3.7913,3.4779,3.455,3.5098
2014/7/23,IF1503,2215.8,2213.2,592,17.967,1,1,240,2197.833,15.367,1,3.7913,3.4779,3.455,3.5098
2014/7/30,IF1408,2328.8,2331.8,108288,6.789,1,1,16,2322.011,9.789,1,3.4181,3.5676,3.5832,3.7448
2014/7/30,IF1409,2335.8,2338.6,54435,13.789,1,1,51,2322.011,16.589,1,3.4181,3.5676,3.5832,3.7448
2014/7/30,IF1412,2349.2,2351.6,14532,27.189,1,1,142,2322.011,29.589,1,3.4181,3.5676,3.5832,3.7448
2014/7/30,IF1503,2366.6,2369.8,2406,44.589,1,1,233,2322.011,47.789,1,3.4181,3.5676,3.5832,3.7448
2014/8/6,IF1408,2362,2367.8,105568,-1.221,0,1,9,2363.221,4.579,1,3.3781,3.5134,3.5252,3.7037
2014/8/6,IF1409,2369,2375.6,60263,5.779,1,1,44,2363.221,12.379,1,3.3781,3.5134,3.5252,3.7037
2014/8/6,IF1412,2387,2391.2,17626,23.779,1,1,135,2363.221,27.979,1,3.3781,3.5134,3.5252,3.7037
2014/8/6,IF1503,2413,2418.6,4746,49.779,1,1,226,2363.221,55.379,1,3.3781,3.5134,3.5252,3.7037
2014/8/13,IF1408,2358.8,2355.8,48351,-0.101,0,1,2,2358.901,-3.101,-1,3.4441,3.4727,3.5011,3.7637
2014/8/13,IF1409,2368.4,2364.2,106907,9.499,1,1,37,2358.901,5.299,1,3.4441,3.4727,3.5011,3.7637
2014/8/13,IF1412,2381.6,2376.2,17938,22.699,1,1,128,2358.901,17.299,1,3.4441,3.4727,3.5011,3.7637
2014/8/13,IF1503,2397,2392,3589,38.099,1,1,219,2358.901,33.099,1,3.4441,3.4727,3.5011,3.7637
2014/8/20,IF1409,2364.4,2365.8,138239,-1.74,0,1,30,2366.14,-0.34,-1,3.4801,3.4521,3.5003,3.7432
