Trddt,Agmtcd,Clsprc,Stprc,Opint,Basis,X,Index_num,dt,Spot,Basis_Adj,X_Adj,rf_1m,rf_2m,rf_3m,rf_6m
2015/11/4,IH1511,2367.2,2361.6,9926,-3.303,0,3,16,2370.503,-8.903,-1,2.2508,2.335,2.3516,2.4039
2015/11/4,IH1512,2351,2338.2,8097,-19.503,0,3,44,2370.503,-32.303,-1,2.2508,2.335,2.3516,2.4039
2015/11/4,IH1603,2309.8,2300.6,691,-60.703,0,3,135,2370.503,-69.903,-1,2.2508,2.335,2.3516,2.4039
2015/11/4,IH1606,2295,2281.4,61,-75.503,0,3,226,2370.503,-89.103,-1,2.2508,2.335,2.3516,2.4039
2015/11/11,IC1511,7545,7495.2,10705,-139.666,0,2,9,7684.666,-189.466,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IC1512,7319,7259.4,5654,-365.666,0,2,37,7684.666,-425.266,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IC1603,6965,6915.4,1009,-719.666,0,2,128,7684.666,-769.266,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IC1606,6760,6670.6,187,-924.666,0,2,219,7684.666,-1014.066,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IF1511,3806,3786.6,21844,-27.646,0,1,9,3833.646,-47.046,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IF1512,3723.2,3704.8,19604,-110.446,0,1,37,3833.646,-128.846,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IF1603,3627,3606.8,1747,-206.646,0,1,128,3833.646,-226.846,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IF1606,3558.2,3546.6,529,-275.446,0,1,219,3833.646,-287.046,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IH1511,2498.4,2492.2,9141,-7.43,0,3,9,2505.83,-13.63,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IH1512,2479.4,2470.8,8889,-26.43,0,3,37,2505.83,-35.03,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IH1603,2462,2444.8,896,-43.83,0,3,128,2505.83,-61.03,-1,2.3411,2.4721,2.4567,2.458
2015/11/11,IH1606,2428.8,2428.8,115,-77.03,0,3,219,2505.83,-77.03,-1,2.3411,2.4721,2.4567,2.458
2015/11/18,IC1511,7499,7516,6295,-27.942,0,2,2,7526.942,-10.942,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IC1512,7176,7199.2,9291,-350.942,0,2,30,7526.942,-327.742,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IC1603,6697.8,6728,1110,-829.142,0,2,121,7526.942,-798.942,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IC1606,6362.2,6424.4,216,-1164.742,0,2,212,7526.942,-1102.542,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IF1511,3698.8,3706.4,11702,-16.78,0,1,2,3715.58,-9.18,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IF1512,3596.2,3607.4,28059,-119.38,0,1,30,3715.58,-108.18,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IF1603,3459,3465.8,2073,-256.58,0,1,121,3715.58,-249.78,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IF1606,3388.8,3402.2,612,-326.78,0,1,212,3715.58,-313.38,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IH1511,2425,2433.4,4600,-14.447,0,3,2,2439.447,-6.047,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IH1512,2383,2393.8,11366,-56.447,0,3,30,2439.447,-45.647,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IH1603,2340.2,2348.8,1086,-99.247,0,3,121,2439.447,-90.647,-1,2.2664,2.4729,2.5222,2.5164
2015/11/18,IH1606,2331.2,2335.6,209,-108.247,0,3,212,2439.447,-103.847,-1,2.2664,2.4729,2.5222,2.5164
2015/11/25,IC1512,7631,7602.6,14962,-291.384,0,2,23,7922.384,-319.784,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IC1601,7385,7367.6,455,-537.384,0,2,51,7922.384,-554.784,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IC1603,7066,7035.6,1286,-856.384,0,2,114,7922.384,-886.784,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IC1606,6685,6665.4,275,-1237.384,0,2,205,7922.384,-1256.984,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IF1512,3695,3680.8,36985,-86.607,0,1,23,3781.607,-100.807,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IF1601,3616.2,3598,490,-165.407,0,1,51,3781.607,-183.607,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IF1603,3522.6,3502.4,2608,-259.007,0,1,114,3781.607,-279.207,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IF1606,3429,3420.4,731,-352.607,0,1,205,3781.607,-361.207,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IH1512,2430,2419.4,14579,-29.563,0,3,23,2459.563,-40.163,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IH1601,2396.4,2392.8,224,-63.163,0,3,51,2459.563,-66.763,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IH1603,2360,2351.8,1438,-99.563,0,3,114,2459.563,-107.763,-1,2.1922,2.4917,2.5211,2.5497
2015/11/25,IH1606,2333.2,2331.4,314,-126.363,0,3,205,2459.563,-128.163,-1,2.1922,2.4917,2.5211,2.5497
2015/12/2,IC1512,7280.2,7214,15847,-125.66,0,2,16,7405.86,-191.86,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IC1601,7054,6967,1010,-351.86,0,2,44,7405.86,-438.86,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IC1603,6702,6619.2,1484,-703.86,0,2,107,7405.86,-786.66,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IC1606,6299,6224.6,374,-1106.86,0,2,198,7405.86,-1181.26,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IF1512,3692,3658.4,36302,-29.955,0,1,16,3721.955,-63.555,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IF1601,3618,3585.4,1667,-103.955,0,1,44,3721.955,-136.555,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IF1603,3517,3476.8,3216,-204.955,0,1,107,3721.955,-245.155,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IF1606,3426.6,3379,799,-295.355,0,1,198,3721.955,-342.955,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IH1512,2448,2429,13794,-10.411,0,3,16,2458.411,-29.411,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IH1601,2418.4,2397.2,852,-40.011,0,3,44,2458.411,-61.211,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IH1603,2389,2364.2,1963,-69.411,0,3,107,2458.411,-94.211,-1,2.1552,2.5563,2.5499,2.5523
2015/12/2,IH1606,2359.2,2334.4,408,-99.211,0,3,198,2458.411,-124.011,-1,2.1552,2.5563,2.5499,2.5523
2015/12/9,IC1512,7212,7196.8,15264,-162.274,0,2,9,7374.274,-177.474,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IC1601,6949.2,6928.6,1831,-425.074,0,2,37,7374.274,-445.674,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IC1603,6524.6,6522.4,1636,-849.674,0,2,100,7374.274,-851.874,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IC1606,6126.4,6115.4,458,-1247.874,0,2,191,7374.274,-1258.874,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IF1512,3593.2,3590.8,33226,-42.738,0,1,9,3635.938,-45.138,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IF1601,3523.8,3520.4,3609,-112.138,0,1,37,3635.938,-115.538,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IF1603,3401,3398,3741,-234.938,0,1,100,3635.938,-237.938,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IF1606,3308.8,3305.2,867,-327.138,0,1,191,3635.938,-330.738,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IH1512,2352,2350,11890,-17.738,0,3,9,2369.738,-19.738,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IH1601,2319.2,2315.8,1655,-50.538,0,3,37,2369.738,-53.938,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IH1603,2268.4,2265.2,2610,-101.338,0,3,100,2369.738,-104.538,-1,2.2575,2.4502,2.4516,2.471
2015/12/9,IH1606,2230,2230,506,-139.738,0,3,191,2369.738,-139.738,-1,2.2575,2.4502,2.4516,2.471
2015/12/16,IC1512,7492.6,7502.6,8545,-36.803,0,2,2,7529.403,-26.803,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IC1601,7231.8,7246.6,6052,-297.603,0,2,30,7529.403,-282.803,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IC1603,6809.6,6826.2,1707,-719.803,0,2,93,7529.403,-703.203,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IC1606,6400.8,6409,553,-1128.603,0,2,184,7529.403,-1120.403,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IF1512,3675,3679.6,16080,-10.44,0,1,2,3685.44,-5.84,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IF1601,3600.2,3607.6,15426,-85.24,0,1,30,3685.44,-77.84,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IF1603,3490,3503.4,4620,-195.44,0,1,93,3685.44,-182.04,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IF1606,3387.6,3391.6,997,-297.84,0,1,184,3685.44,-293.84,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IH1512,2374,2375.8,5991,-2.535,0,3,2,2376.535,-0.735,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IH1601,2343,2345.6,7281,-33.535,0,3,30,2376.535,-30.935,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IH1603,2293.4,2297,3031,-83.135,0,3,93,2376.535,-79.535,-1,2.3704,2.4006,2.3988,2.3998
2015/12/16,IH1606,2241,2248.8,593,-135.535,0,3,184,2376.535,-127.735,-1,2.3704,2.4006,2.3988,2.3998
2015/12/23,IC1601,7516.4,7551.6,12296,-256.883,0,2,23,7773.283,-221.683,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IC1602,7338.2,7386.4,323,-435.083,0,2,58,7773.283,-386.883,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IC1603,7192.2,7237.8,1983,-581.083,0,2,86,7773.283,-535.483,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IC1606,6797.8,6827,658,-975.483,0,2,177,7773.283,-946.283,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IF1601,3805,3821,28579,-61.381,0,1,23,3866.381,-45.381,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IF1602,3757,3764.4,578,-109.381,0,1,58,3866.381,-101.981,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IF1603,3708,3724.8,5217,-158.381,0,1,86,3866.381,-141.581,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IF1606,3596,3602.2,1191,-270.381,0,1,177,3866.381,-264.181,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IH1601,2470.8,2484.6,11632,-32.259,0,3,23,2503.059,-18.459,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IH1602,2440.2,2458.8,224,-62.859,0,3,58,2503.059,-44.259,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IH1603,2429.6,2443.4,3176,-73.459,0,3,86,2503.059,-59.659,-1,2.2874,2.3064,2.3505,2.3606
2015/12/23,IH1606,2371.6,2389.8,643,-131.459,0,3,177,2503.059,-113.259,-1,2.2874,2.3064,2.3505,2.3606
2015/12/30,IC1601,7511.4,7517.6,14413,-229.647,0,2,16,7741.047,-223.447,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IC1602,7297,7312,550,-444.047,0,2,51,7741.047,-429.047,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IC1603,7142.4,7132.8,2166,-598.647,0,2,79,7741.047,-608.247,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IC1606,6730.2,6725.8,795,-1010.847,0,2,170,7741.047,-1015.247,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IF1601,3696.8,3700.8,29288,-68.375,0,1,16,3765.175,-64.375,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IF1602,3646.8,3651,1091,-118.375,0,1,51,3765.175,-114.175,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IF1603,3613.6,3615.8,5726,-151.575,0,1,79,3765.175,-149.375,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IF1606,3521.6,3524,1380,-243.575,0,1,170,3765.175,-241.175,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IH1601,2404.6,2405.4,11588,-28.173,0,3,16,2432.773,-27.373,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IH1602,2382,2379.2,582,-50.773,0,3,51,2432.773,-53.573,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IH1603,2362.6,2362,3279,-70.173,0,3,79,2432.773,-70.773,-1,2.1987,2.2049,2.2656,2.261
2015/12/30,IH1606,2324.6,2324.4,713,-108.173,0,3,170,2432.773,-108.373,-1,2.1987,2.2049,2.2656,2.261
2016/1/6,IC1601,6814.4,6838.6,14346,-251.207,0,2,9,7065.607,-227.007,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IC1602,6632.2,6660,928,-433.407,0,2,44,7065.607,-405.607,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IC1603,6468,6492.8,2437,-597.607,0,2,72,7065.607,-572.807,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IC1606,6120.6,6112.6,949,-945.007,0,2,163,7065.607,-953.007,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IF1601,3465,3482.2,28437,-74.808,0,1,9,3539.808,-57.608,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IF1602,3413.2,3430.2,1704,-126.608,0,1,44,3539.808,-109.608,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IF1603,3363.6,3377.8,6340,-176.208,0,1,72,3539.808,-162.008,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IF1606,3253,3266.2,1499,-286.808,0,1,163,3539.808,-273.608,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IH1601,2288,2290.4,11130,-29.647,0,3,9,2317.647,-27.247,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IH1602,2264,2265.2,779,-53.647,0,3,44,2317.647,-52.447,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IH1603,2233,2242,3504,-84.647,0,3,72,2317.647,-75.647,-1,2.3264,2.3333,2.3296,2.3299
2016/1/6,IH1606,2188,2196.4,745,-129.647,0,3,163,2317.647,-121.247,-1,2.3264,2.3333,2.3296,2.3299
2016/1/13,IC1601,5904.4,5948.4,10031,-19.644,0,2,2,5924.044,24.356,1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IC1602,5630,5678.2,5205,-294.044,0,2,37,5924.044,-245.844,-1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IC1603,5422.8,5456.2,3408,-501.244,0,2,65,5924.044,-467.844,-1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IC1606,5098,5083.6,1200,-826.044,0,2,156,5924.044,-840.444,-1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IF1601,3152.8,3169,17553,-3.079,0,1,2,3155.879,13.121,1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IF1602,3080.8,3103,9762,-75.079,0,1,37,3155.879,-52.879,-1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IF1603,3015.8,3041.8,9539,-140.079,0,1,65,3155.879,-114.079,-1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IF1606,2907.6,2930.4,1858,-248.279,0,1,156,3155.879,-225.479,-1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IH1601,2098.8,2115,7694,-6.707,0,3,2,2105.507,9.493,1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IH1602,2065,2082.2,3448,-40.507,0,3,37,2105.507,-23.307,-1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IH1603,2045,2059.6,4347,-60.507,0,3,65,2105.507,-45.907,-1,2.2257,2.2892,2.2773,2.2706
2016/1/13,IH1606,2000,2021,847,-105.507,0,3,156,2105.507,-84.507,-1,2.2257,2.2892,2.2773,2.2706
2016/1/20,IC1602,5835,5851.2,14763,-303.503,0,2,30,6138.503,-287.303,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IC1603,5621.8,5641.4,4949,-516.703,0,2,58,6138.503,-497.103,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IC1606,5116.6,5128,1353,-1021.903,0,2,149,6138.503,-1010.503,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IC1609,4785,4759,169,-1353.503,0,2,243,6138.503,-1379.503,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IF1602,3074,3078.2,25028,-100.378,0,1,30,3174.378,-96.178,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IF1603,3010.6,3009.8,11626,-163.778,0,1,58,3174.378,-164.578,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IF1606,2845,2840.4,2302,-329.378,0,1,149,3174.378,-333.978,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IF1609,2712.4,2714.6,403,-461.978,0,1,243,3174.378,-459.778,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IH1602,2039.2,2041.4,9360,-49.523,0,3,30,2088.723,-47.323,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IH1603,2013.6,2012.6,5121,-75.123,0,3,58,2088.723,-76.123,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IH1606,1944.8,1944.8,956,-143.923,0,3,149,2088.723,-143.923,-1,2.3666,2.3983,2.3959,2.3191
2016/1/20,IH1609,1896,1893.8,73,-192.723,0,3,243,2088.723,-194.923,-1,2.3666,2.3983,2.3959,2.3191
2016/1/27,IC1602,5280.4,5284.4,17346,-233.789,0,2,23,5514.189,-229.789,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IC1603,5090,5098,6087,-424.189,0,2,51,5514.189,-416.189,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IC1606,4643.8,4652,1639,-870.389,0,2,142,5514.189,-862.189,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IC1609,4300,4292,956,-1214.189,0,2,236,5514.189,-1222.189,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IF1602,2867.6,2869,28533,-62.752,0,1,23,2930.352,-61.352,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IF1603,2798,2801.4,13083,-132.352,0,1,51,2930.352,-128.952,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IF1606,2654.2,2658,2739,-276.152,0,1,142,2930.352,-272.352,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IF1609,2543,2535.2,1402,-387.352,0,1,236,2930.352,-395.152,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IH1602,1927,1926.4,11046,-26.465,0,3,23,1953.465,-27.065,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IH1603,1890,1892.2,5618,-63.465,0,3,51,1953.465,-61.265,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IH1606,1810.6,1817.6,1087,-142.865,0,3,142,1953.465,-135.865,-1,2.2092,2.2533,2.2913,2.3039
2016/1/27,IH1609,1758,1776,308,-195.465,0,3,236,1953.465,-177.465,-1,2.2092,2.2533,2.2913,2.3039
2016/2/3,IC1602,5556.8,5526,15852,-53.373,0,2,16,5610.173,-84.173,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IC1603,5362,5336.4,7262,-248.173,0,2,44,5610.173,-273.773,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IC1606,4948.2,4921.2,1800,-661.973,0,2,135,5610.173,-688.973,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IC1609,4627,4602.4,1397,-983.173,0,2,229,5610.173,-1007.773,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IF1602,2939.4,2926.4,25505,-9.239,0,1,16,2948.639,-22.239,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IF1603,2879.4,2866.8,14291,-69.239,0,1,44,2948.639,-81.839,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IF1606,2746,2729.2,3503,-202.639,0,1,135,2948.639,-219.439,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IF1609,2620.2,2610.6,1887,-328.439,0,1,229,2948.639,-338.039,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IH1602,1940.2,1938.4,9932,-12.167,0,3,16,1952.367,-13.967,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IH1603,1914.2,1910.2,6036,-38.167,0,3,44,1952.367,-42.167,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IH1606,1859,1849.8,1215,-93.367,0,3,135,1952.367,-102.567,-1,2.1208,2.2137,2.219,2.2877
2016/2/3,IH1609,1811.6,1805,448,-140.767,0,3,229,1952.367,-147.367,-1,2.1208,2.2137,2.219,2.2877
2016/2/17,IC1602,5947,5925,8589,-24.412,0,2,2,5971.412,-46.412,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IC1603,5771.4,5750,13929,-200.012,0,2,30,5971.412,-221.412,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IC1606,5304.8,5280.6,2003,-666.612,0,2,121,5971.412,-690.812,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IC1609,4930,4916.8,1528,-1041.412,0,2,215,5971.412,-1054.612,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IF1602,3045.6,3040,12672,-17.72,0,1,2,3063.32,-23.32,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IF1603,2987.8,2981.4,24300,-75.52,0,1,30,3063.32,-81.92,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IF1606,2835.8,2829,4475,-227.52,0,1,121,3063.32,-234.32,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IF1609,2704.6,2695,2328,-358.72,0,1,215,3063.32,-368.32,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IH1602,2000.8,1999.4,5208,-13.643,0,3,2,2014.443,-15.043,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IH1603,1974.6,1971.8,11237,-39.843,0,3,30,2014.443,-42.643,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IH1606,1913.2,1912.4,1193,-101.243,0,3,121,2014.443,-102.043,-1,2.0977,2.1919,2.2324,2.2546
2016/2/17,IH1609,1861.2,1856.4,529,-153.243,0,3,215,2014.443,-158.043,-1,2.0977,2.1919,2.2324,2.2546
2016/2/24,IC1603,5881.8,5831.8,20866,-229.243,0,2,23,6111.043,-279.243,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IC1604,5688.2,5635.4,438,-422.843,0,2,51,6111.043,-475.643,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IC1606,5349,5292,2436,-762.043,0,2,114,6111.043,-819.043,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IC1609,4949.4,4874.8,1790,-1161.643,0,2,208,6111.043,-1236.243,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IF1603,3039.8,3018,36531,-69.745,0,1,23,3109.545,-91.545,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IF1604,2980,2956.6,668,-129.545,0,1,51,3109.545,-152.945,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IF1606,2859.6,2841,4973,-249.945,0,1,114,3109.545,-268.545,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IF1609,2698.8,2684.8,2641,-410.745,0,1,208,3109.545,-424.745,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IH1603,2010.8,2000.8,16428,-30.588,0,3,23,2041.388,-40.588,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IH1604,1980.6,1970.8,240,-60.788,0,3,51,2041.388,-70.588,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IH1606,1926,1917.8,1526,-115.388,0,3,114,2041.388,-123.588,-1,2.145,2.1905,2.1034,2.1475
2016/2/24,IH1609,1857,1850.2,671,-184.388,0,3,208,2041.388,-191.188,-1,2.145,2.1905,2.1034,2.1475
2016/3/2,IC1603,5587.8,5576.8,20637,-165.348,0,2,16,5753.148,-176.348,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IC1604,5403.8,5406.4,1266,-349.348,0,2,44,5753.148,-346.748,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IC1606,5100,5083.8,2668,-653.148,0,2,107,5753.148,-669.348,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IC1609,4678.8,4671.4,2230,-1074.348,0,2,201,5753.148,-1081.748,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IF1603,3009,3002.2,38725,-42.333,0,1,16,3051.333,-49.133,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IF1604,2949,2945.4,1553,-102.333,0,1,44,3051.333,-105.933,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IF1606,2841.2,2834.6,5273,-210.133,0,1,107,3051.333,-216.733,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IF1609,2675.2,2676.6,3144,-376.133,0,1,201,3051.333,-374.733,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IH1603,2027.8,2021.4,15936,-15.607,0,3,16,2043.407,-22.007,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IH1604,1994.6,1993.6,1299,-48.807,0,3,44,2043.407,-49.807,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IH1606,1942,1935,2095,-101.407,0,3,107,2043.407,-108.407,-1,2.0408,2.0669,2.0806,2.1702
2016/3/2,IH1609,1869.6,1867.8,814,-173.807,0,3,201,2043.407,-175.607,-1,2.0408,2.0669,2.0806,2.1702
2016/3/9,IC1603,5500,5525,18471,-117.038,0,2,9,5617.038,-92.038,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IC1604,5323,5337,2823,-294.038,0,2,37,5617.038,-280.038,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IC1606,4990,4999,2930,-627.038,0,2,100,5617.038,-618.038,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IC1609,4621.6,4620.6,2521,-995.438,0,2,194,5617.038,-996.438,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IF1603,3016.6,3020.4,33841,-55.307,0,1,9,3071.907,-51.507,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IF1604,2961.8,2963.2,3986,-110.107,0,1,37,3071.907,-108.707,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IF1606,2855,2856.8,5701,-216.907,0,1,100,3071.907,-215.107,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IF1609,2710.2,2710.4,3313,-361.707,0,1,194,3071.907,-361.507,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IH1603,2077.4,2068.8,13916,-34.519,0,3,9,2111.919,-43.119,-1,1.9979,2.0365,1.9781,2.1111
2016/3/9,IH1604,2041.4,2034.8,2268,-70.519,0,3,37,2111.919,-77.119,-1,1.9979,2.0365,1.9781,2.1111
